ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1596,0.7569,NA,NA,11390,1.102,2881,1.255,1693,1.222,11380,2.89,47.5,0.8735
2349,0.7396,NA,NA,13130,0.9888,3026,1.373,1679,1.506,14530,2.333,54.16,0.7763
3074,0.6971,NA,NA,38600,0.7444,3048,1.027,1876,1.417,6886,4.122,60.71,0.9379
2728,0.6186,NA,NA,77680,0.5351,3034,1.488,1955,1.649,7879000,3.742,58.82,0.7839
4066,0.5803,NA,NA,31860,0.6914,2858,1.889,1700,1.37,1.111e+09,0.7621,56.11,0.825
3003,0.5937,NA,NA,30390,0.6393,3577,1.004,1704,1.402,371300000,5.313,50.81,0.9369
2997,0.6937,NA,NA,110600,0.5287,3137,1.001,1607,1.638,7699000,2.208,52.56,0.8624
1850,0.918,NA,NA,23820,0.6268,3155,0.9983,1943,1.352,9118,4.369,46.98,0.9446
3158,0.8072,NA,NA,50600,0.5856,2996,1.188,1883,1.338,138100000,1.115,51.18,0.8429
3219,0.5059,NA,NA,59860,0.5682,2496,1.434,1857,1.582,391600000,4.146,51.65,1.026
1982,0.9043,NA,NA,16860,1.031,2490,1.008,1870,1.309,489100000,2.012,48.86,0.9209
3529,0.7241,NA,NA,47960,0.5832,3011,1.38,1850,1.372,2.293e+09,0.5594,43.47,0.822
2834,0.5002,NA,NA,30410,0.7359,3225,1.132,1545,1.638,5727,6.444,50.82,0.9234
2914,0.5851,NA,NA,27880,0.7546,3116,1.098,1990,1.328,5727,6.444,46.69,0.7865
2875,0.5699,NA,NA,36840,0.5925,3054,0.8603,1563,1.426,4998,6.581,57.57,0.9731
3630,0.5066,NA,NA,26150,0.7062,3274,1.341,1915,1.508,5735,6.923,49.85,0.9761
2735,0.7777,NA,NA,43810,0.6473,2824,1.262,1949,1.198,5019,7.296,51.25,0.9634
3128,0.5688,NA,NA,65120,0.6118,2820,1.003,1842,1.487,5019,7.296,45.31,1
7451,0.5044,NA,NA,20840,0.7216,3887,1.133,1883,1.321,74590,1.212,47.83,0.8314
3003,0.5781,NA,NA,17710,0.8667,3244,1.137,1791,1.606,14960,2.096,60.79,0.9362
2801,0.5453,NA,NA,93420,0.4808,2806,1.67,1680,1.534,14960,2.096,55.57,1.104
2239,0.7068,NA,NA,38180,0.6719,3230,1.66,2087,1.302,12950,2.778,53.75,1.231
1750,0.7552,NA,NA,142500,0.4811,2074,1.353,1728,1.665,9581,3.521,49.7,0.7537
4432,0.6063,NA,NA,106700,0.4949,2819,1.327,1976,1.388,6173,6.351,59.17,0.9959
2840,0.5884,NA,NA,37860,0.6034,4965,0.5846,1733,1.281,2383000,9.783,57.35,0.9519
3315,0.5096,NA,NA,454300,0.3862,3169,1.039,1726,1.283,29420,1.755,58.04,0.8624
3859,0.4507,NA,NA,165800,0.491,3886,1.032,1786,1.614,29420,1.755,52.63,0.9905
3493,0.6984,NA,NA,21850,0.7859,3071,1.121,2375,1.195,18990,1.871,57.47,0.8754
2378,0.6289,NA,NA,37870,0.6464,2865,1.161,1933,1.397,38780,1.403,54.98,1.139
2902,0.7123,NA,NA,14640,0.8262,2891,1.257,1669,1.543,244400,0.8589,49.97,1.026
2330,0.6863,NA,NA,42830,0.634,2907,1.066,1839,1.598,7873,3.616,60.27,0.7429
2796,0.5982,NA,NA,38290,0.7001,3310,0.9994,1691,1.509,12990,2.913,47.31,0.9774
2772,0.5436,NA,NA,17080,0.8504,3289,1.179,1559,1.361,37430,1.381,54.74,0.9016
2234,0.9138,NA,NA,40610,0.6602,3209,0.9891,1889,1.254,123100,1.047,54.77,0.891
3379,0.5919,NA,NA,31250,0.806,3389,1.287,1852,1.014,123100,1.047,48.17,0.7577
2449,0.7015,NA,NA,54860,0.5431,2417,1.69,1601,1.334,403200,0.8757,51.53,0.9864
3285,0.6336,NA,NA,19860,0.7557,2694,1.881,1911,1.5,190000,0.9146,51.43,0.904
2459,0.7292,NA,NA,13320,0.8077,2757,1.469,2023,1.68,79050,1.205,41.16,0.9732
2759,0.8445,NA,NA,35820,0.6451,3253,1.198,1822,1.414,333700,0.786,49.63,0.8533
3194,0.5245,NA,NA,16050,0.8986,3152,1.157,1886,1.264,18680,2.89,47.08,0.9568
2602,0.7901,NA,NA,14130,0.9275,3281,0.9329,1855,1.302,18770,2.73,56.02,1.003
2559,0.6623,NA,NA,26860,0.7111,3635,0.9868,1897,1.401,13420,2.637,51.71,0.9796
2266,0.7086,NA,NA,62380,0.5819,3439,1.135,1921,1.492,17560,2.124,55.02,0.8971
2689,0.6139,NA,NA,16320,0.877,3063,1.14,1706,1.626,11020,2.946,55.43,0.9032
2708,0.6419,NA,NA,70380,0.5601,3106,1.164,1721,1.354,649200000,5.229,57.33,1.066
2500,0.7313,NA,NA,18550,0.8038,2616,1.035,1781,1.381,2.489e+09,8.176,53.32,0.9625
2844,0.6713,NA,NA,52320,0.5946,3491,1.096,1848,1.57,25880,2.418,53.53,0.9832
2191,0.8006,NA,NA,59520,0.5455,2366,1.239,1770,1.393,4441000,7.436,37.95,0.8525
2984,0.655,NA,NA,116500,0.523,3544,1.051,1756,1.496,691200,0.9028,46.62,1.006
3193,0.6024,NA,NA,180000,0.445,2913,0.9757,1785,1.626,8.043e+09,0.4565,46.22,1.089
4178,0.4357,NA,NA,111000,0.5166,2686,1.032,1773,1.319,9.475e+09,0.424,62.07,1.202
3359,0.6201,NA,NA,59770,0.558,3545,0.8239,1737,1.449,12480,3.18,56.65,0.8422
2041,0.7514,NA,NA,25120,0.8192,2889,1.386,1882,1.457,55050000,8.202,56.71,1.046
3193,0.7084,NA,NA,66250,0.5366,2568,1.422,1727,1.505,4841000,5.27,48.76,0.8583
2580,0.7346,NA,NA,46420,0.6532,2984,1.179,1741,1.562,2.032e+09,6.732,56.77,0.9545
4411,0.5449,NA,NA,49630,0.6296,3118,1.17,1700,1.174,2.239e+09,8.164,53.74,0.9601
2467,0.6747,NA,NA,20550,0.8112,2567,1.246,1702,1.715,292200000,8.418,56.45,0.7988
3121,0.662,NA,NA,49150,0.6168,2813,1.173,1668,1.367,36490000,0.3954,50.83,0.9007
2743,0.6032,NA,NA,28080,0.7604,3107,1.148,1834,1.167,36490000,0.3954,45.12,0.8039
2247,0.5871,NA,NA,15450,0.9008,3012,1.086,2011,1.484,36490000,0.3954,51.44,0.9984
2547,0.6645,NA,NA,78030,0.5272,2734,1.453,1883,1.56,4301000,3.308,45.41,0.9366
